user,waktu,review,label,clean_text,prediksi_model
Cipulska 24,8 tahun lalu,"tempat yg indah, sejuk.
sayang pas sampek puncak udh ga bis lihat kawah yg dulu",positif,tempat yg indah sejuk sayang pas sampek puncak udh ga bis lihat kawah yg dulu,positif
Roni Aja,2 tahun lalu,Luar biasa bagusnya,positif,luar biasa bagus,positif
Sholehudin Udin,8 bulan lalu,Tempatnya sejuk pol,positif,tempat sejuk pol,positif
Puji Widodo,3 tahun lalu,Setiap gunung memiliki sensasi pemandangan yg indah/menakjubkan.,positif,tiap gunung milik sensasi pandang yg indahmenakjubkan,positif
yohan nanda,2 tahun lalu,Good sip... Rocomended,positif,good sip rocomended,positif
mrifqy Kurniawan,2 bulan lalu,Bagus,positif,bagus,positif
Arega Askur,5 tahun lalu,Jangan lupa jalan'' kesini ya tempatnya bagus pemendangan yg sangat indah mempesona 😀👍 …,positif,jangan lupa jalan kesini ya tempat bagus dang yg sangat indah pesona,positif
Ruth Guinevere Nadira Suyanto,7 tahun lalu,Tempat nya bagus pemandangan alamnya sangat indah sudah 10kali lebih kesini dan gak pernah bosan,positif,tempat nya bagus pandang alam sangat indah sudah kali lebih kesini dan gak pernah bosan,positif
Aji Supangkat,4 tahun lalu,"My familys favorite place to hange up, fresh air and beatiful landscape. You can to the kelud peak with hiking or ojeg with profesional ojeker.",negatif,my familys favorite place to hange up fresh air and beatiful landscape you can to the kelud peak with hiking or ojeg with profesional ojeker,negatif
edo ode,3 tahun lalu,"sblm covid batas parkir masih diatas / 1-3 km ke kawah (lokasi foto"" bagus banget hanya turun dari motor HTM 22rb menikmati pemandangan) …",positif,sblm covid batas parkir masih atas km ke kawah lokasi foto bagus banget hanya turun dari motor htm rb nikmat pandang,positif
heru roo,4 tahun lalu,"Jalan ke arah gunung kelud jika dari arah kediri kota lumayan bagus,sebagian jalan aspal sebagian jalan beton tapi hampir 90 persen cukup bagus,pengelolaan area wisata nya pun cukup baik,dengan biaya masuk per orang 10 rb,cukup murah.dengan …",positif,jalan ke arah gunung kelud jika dari arah diri kota lumayan bagussebagian jalan aspal bagi jalan beton tapi hampir persen cukup baguspengelolaan area wisata nya pun cukup baikdengan biaya masuk per orang rbcukup murahdengan,positif
Yurika Kusuma Wardani,8 tahun lalu,"Tempat ini benar-benar seru, dengan harga tiket yang terjangkau kita sudah bisa menikmati berbagai fasilitas yang telah disediakan.",positif,tempat ini benarbenar seru dengan harga tiket yang jangkau kita sudah bisa nikmat bagai fasilitas yang telah sedia,positif
Farty Aldrin,2 tahun lalu,pegunungan yang sangat dingin dan pemandangannya yang sangat bagus d daerah pegunungan,positif,gunung yang sangat dingin dan pandang yang sangat bagus d daerah gunung,positif
Nerzi Zel,6 tahun lalu,Pemandangan yang indah,positif,pandang yang indah,positif
Andri Suryadi,5 tahun lalu,Dari parkir kendaraan menuju danau kawah ditempuh melalui ojek,negatif,dari parkir kendara tuju danau kawah tempuh lalu ojek,negatif
Achmad Bilal Hamdani,7 tahun lalu,Pemandangan bagus. Banyak destinasi dan wahana wisata. Seperti one stop destination gitu lah.,positif,pandang bagus banyak destinasi dan wahana wisata seperti one stop destination gitu lah,positif
Maulana,6 tahun lalu,"Suasana asri, sampai ke puncak bisa dilalui kendaraan bermotor (ojek motor)",negatif,suasana asri sampai ke puncak bisa lalu kendara motor ojek motor,negatif
Dimas Kurniawan,6 tahun lalu,tempat yang sangat indah sejuk dan saat di  sini suasana nya tenang dan pemandangan luar biasa,positif,tempat yang sangat indah sejuk dan saat di sini suasana nya tenang dan pandang luar biasa,positif
segianto 39,7 tahun lalu,Udah meletus jadi mudah. ke puncak nya...debu nya jadi pupuk.. penduduk dapat pasir gratis..jadi segala sesuatu ada hikmah nya...🤓🤓🤓 …,positif,udah letus jadi mudah ke puncak nyadebu nya jadi pupuk duduk dapat pasir gratisjadi segala sesuatu ada hikmah nya,positif
Nyate KAMBING Skuyy (BANG KIKI HWI),7 tahun lalu,"Gunung kelud
Memiliki berjuta rahasia dan keindahan
Klw ke kediri jangan lewatkan moment anda yg bahagia
Dengan mengunjungi tempat yg indah ini",positif,gunung kelud milik juta rahasia dan indah klw ke diri jangan lewat moment anda yg bahagia dengan unjung tempat yg indah ini,positif
Dika Wahyudi,8 tahun lalu,"Setelah meletus perubahan sangat banyak akses parkir, dan tempat toilet dll jadi kurang memadai",negatif,telah letus ubah sangat banyak akses parkir dan tempat toilet dll jadi kurang pada,positif
P. Ayung,6 tahun lalu,Tmptnya bagus udaranya dingin klo lgi kbut seperti hujan joss pokoke,positif,tmptnya bagus udara dingin klo lgi kbut seperti hujan joss pokoke,positif
Dimas Renaldi Angkawijaya,8 tahun lalu,Pemandangannya bagus,positif,pandang bagus,positif
Yusuf Adi,8 tahun lalu,"G Kelud. Pemandangan nan amat indah. Karakter Gunungnya yg unik,a.at beda dg G Api yg lain.",positif,g kelud pandang nan amat indah karakter gunung yg unikaat beda dg g api yg lain,positif
fafa,setahun lalu,"butuh healing?! buruan kunjungi gunung kelud.
sejuk, asri, dan bersih",positif,butuh healing buru kunjung gunung kelud sejuk asri dan bersih,positif
defender_t3,6 tahun lalu,"Sudah baik jalannya halus sampai kawah,meskipun tidak d bibir kawah...mantap...",positif,sudah baik jalan halus sampai kawahmeskipun tidak d bibir kawahmantap,positif
Adam Adam (Adam),7 tahun lalu,Tempat yang indah.. dan pemandangan yang bagus. Meski Beberapa tahun lalu pernah erupsi. Namun sekarang kembali di buka untuk umum..,positif,tempat yang indah dan pandang yang bagus meski beberapa tahun lalu pernah erupsi namun sekarang kembali di buka untuk umum,positif
Ponadi Ponadi,2 tahun lalu,"Slhstu wisata dngn pemandangan yang indah,menakjubkan",positif,slhstu wisata dngn pandang yang indahmenakjubkan,positif
Studio 13 Stationery Production,8 tahun lalu,"Wisata alam pegunungan gunung kelud,  hawanya sejuk segar,  dan banyak fasilitas lainnya.",positif,wisata alam gunung gunung kelud hawa sejuk segar dan banyak fasilitas lain,positif
amink vespa,6 tahun lalu,Bagus banget view nya,positif,bagus banget view nya,positif
rika monika,7 tahun lalu,Meskipun gak naik sampai puncak pemandangannya sudah bagus,positif,meski gak naik sampai puncak pandang sudah bagus,positif
SJL PROlas,5 tahun lalu,Sangat indah,positif,sangat indah,positif
hanz kuyt,6 tahun lalu,Pemandangannya bagus...,positif,pandang bagus,positif
Silvester Take,8 tahun lalu,"Good view, easy to reach go  there by motorbike. Cilok taste is good. Still under tunnel rehabilitation.",positif,good view easy to reach go there by motorbike cilok taste is good still under tunnel rehabilitation,positif
Ryan Pratama,3 tahun lalu,"Pemandangan yang sangat indah, dengan suasana yang sejuk.",positif,pandang yang sangat indah dengan suasana yang sejuk,positif
Hady Prasetyo,7 tahun lalu,Mantap ga perlu repot jalan kaki naik motor sampai puncak,positif,mantap ga perlu repot jalan kaki naik motor sampai puncak,positif
didot 04,8 tahun lalu,"Karya tuhan memang sangat indah
Meletusnya gn. Kelud memang bencana dan musibah
Selain itu menghasilkan keindahan yang sangat sangat indah
Terimakasih tuhan",positif,karya tuhan memang sangat indah letus gn kelud memang bencana dan musibah selain itu hasil indah yang sangat sangat indah terimakasih tuhan,positif
Pergi Kesini,8 tahun lalu,masih dalam perbaikan fasilitas. akses kawah masih tertutup. semoga cepat dibuka lagi.,positif,masih dalam baik fasilitas akses kawah masih tutup moga cepat buka lagi,positif
Alam Syah,7 tahun lalu,Pemandangannya sangat alami terutama udaranya yg sejuk.,positif,pandang sangat alami utama udara yg sejuk,positif
Hermin Itsuki,7 tahun lalu,Rame banget ternyata banyak pengunjungnya. Itu karena memang pemandangannya yang luar biasa.,positif,rame banget nyata banyak unjung itu karena memang pandang yang luar biasa,positif
dinda ajeng,setahun lalu,"orang-orang sekitarnya ramah dan baik-baik semuaaa, masyaAllah",positif,orangorang sekitar ramah dan baikbaik semuaaa masyaallah,positif
Mudie Zocam,7 tahun lalu,"wisata yang sangat indah terbayar sudah sesampe disini,tempat yang sangat indah dan bagaikan surga dunia",positif,wisata yang sangat indah bayar sudah sesampe disinitempat yang sangat indah dan bagai surga dunia,positif
Alwin Bejo,setahun lalu,View bagus.. Buat healing sama keluarga,positif,view bagus buat healing sama keluarga,positif
07.Amelia Nufrida,3 tahun lalu,"Bagus banget pemandangan nya
Kelud bikin candu😭🥰 …",positif,bagus banget pandang nya kelud bikin candu,positif
Mela Wijaya,8 tahun lalu,Wisata omah londo di lereng gunung kelud sport foto bagus dan unik rekomend deh buat kalian 😄😄😄 …,positif,wisata omah londo di lereng gunung kelud sport foto bagus dan unik rekomend deh buat kalian,positif
Ikhlaashul Muaasyiqiin,7 tahun lalu,Mantap pemandangannya,positif,mantap pandang,positif
riska alfiani,7 tahun lalu,"Beautiful scenery with breeze and you can spend your weekend in this place, I think this is the good choice to enjoy your time with your lovely person.",positif,beautiful scenery with breeze and you can spend your weekend in this place i think this is the good choice to enjoy your time with your lovely person,positif
agus m,4 tahun lalu,banyak cerita sejarah di gunung ini dan mudah di jangkau dengan kendaraan,positif,banyak cerita sejarah di gunung ini dan mudah di jangkau dengan kendara,positif
Arief Nur Setyady,8 bulan lalu,sangat indah,positif,sangat indah,positif
Rizqimuhadli Sutarno,2 tahun lalu,Dingin dan pemandangan indah saat tak ada kabut,positif,dingin dan pandang indah saat tak ada kabut,positif
Erdi Widiyanto,4 tahun lalu,"Tanjakan mendebarkan, hawa sejuk. Nyaman untuk nyantai",positif,tanjak debar hawa sejuk nyaman untuk nyantai,positif
Ullya Nurulblitar,2 tahun lalu,Tiket perorang brapa naik ojek e brapa,negatif,tiket orang brapa naik ojek e brapa,negatif
Aris Adi P,7 tahun lalu,"Wisata alam gunung berapi yang masih aktif, sangat sejuk diatas",positif,wisata alam gunung rap yang masih aktif sangat sejuk atas,positif
Percetakan Restu jaya (Bpk. Arifin & Ibu Selvi),2 tahun lalu,"Obat penat, sejuk, tenang, asri, makanan murah.bagus pemandangan nya.",positif,obat penat sejuk tenang asri makan murahbagus pandang nya,positif
Dodit Haris,setahun lalu,Pemandangan yang alami dan suasana sejuk,positif,pandang yang alami dan suasana sejuk,positif
Nayla Ramadhani,5 tahun lalu,"Sangat menikmati keindahan alam ini🖤🇲🇨🙏
30,12,2020 …",positif,sangat nikmat indah alam ini,positif
Yusuf Ajhaa._,3 tahun lalu,"Bagus , Tapi Tidak Disarankan Bila 𝙃𝙐𝙅𝘼𝙉 karena Potensi 𝙇𝙊𝙉𝙂𝙎𝙊𝙍 Dan Jalan Nya 𝙇𝙄𝘾𝙄𝙉 . …",positif,bagus tapi tidak saran bila karena potensi dan jalan nya,positif
muhammad ali maftuh,8 tahun lalu,Di lokasi ini banyak mendapatkan ilmu. Mulai dari tukang ojek. Tukang foto bahkan tukang juru parkir,negatif,di lokasi ini banyak dapat ilmu mulai dari tukang ojek tukang foto bahkan tukang juru parkir,negatif
Reggy Annisa,6 tahun lalu,"Keren sekali, asik untuk dijadikan tempat menikmati indahnya alam",positif,keren sekali asik untuk jadi tempat nikmat indah alam,positif
Annette S N,2 tahun lalu,Masa naiknya hrus pake ojek mana mahal lg stres,negatif,masa naik hrus pake ojek mana mahal lg stres,negatif
Galuh Candra,4 tahun lalu,"Wajib naik ojek, dan mahal ongkosnya",negatif,wajib naik ojek dan mahal ongkos,negatif
Siti Noor Jannah,8 tahun lalu,Aku sangat suka dengan keindahan alam,positif,aku sangat suka dengan indah alam,positif
iziziz Day,2 tahun lalu,Ojek ohh ojekkk,negatif,ojek ohh ojekkk,negatif
tian septyan,2 tahun lalu,Kurang menyenagkan,negatif,kurang menyenagkan,negatif
Ennylis Wiyani,7 tahun lalu,Wah keren sekali,positif,wah keren sekali,positif
Wahyu “Toyota Auto2000 Blitar”,6 tahun lalu,"Keren indah, dan banyak preman",positif,keren indah dan banyak preman,positif
Tahu Goreng,3 tahun lalu,Mahal tarif,negatif,mahal tarif,negatif
Agis Eomma Keun,6 hari lalu,"Akses mudah, scenery luar biasa. Setiap tahun kesini, numani.",positif,akses mudah scenery luar biasa tiap tahun kesini numani,positif
Rahmat Ibrahim,Diedit seminggu lalu,"Setelah sekian lama akhirnya balik lagi ke Sini, sekarang tepatnya semakin bagus dan terawat, sama ada fasilitas toilet di sekitar kawah dan ini cukup membantu sekali",positif,telah sekian lama akhir balik lagi ke sini sekarang tepat makin bagus dan awat sama ada fasilitas toilet di sekitar kawah dan ini cukup bantu sekali,positif
Dewi Retno,seminggu lalu,Sekarang kalo ke kawah tak perlu capek sudah ada kang parkir. Buat PP 30k lumayan worth it krn kita di tungguin sampai puas meliat keindahan. Sehat sehat semua 💙 …,positif,sekarang kalo ke kawah tak perlu capek sudah ada kang parkir buat pp k lumayan worth it krn kita di tungguin sampai puas liat indah sehat sehat semua,positif
Odink Kumi,seminggu lalu,Subhanallah adem pikiran kesana aksesnya mudah jalan nya indah dan Wenak.....,positif,subhanallah adem pikir kesana akses mudah jalan nya indah dan wenak,positif
Ahmad Dhimas,seminggu lalu,"Pemandangan Bintang 5
Ojek nya sangarr
Seru sih wajib kesini klau nyari pendakian",negatif,pandang bintang ojek nya sangarr seru sih wajib kesini klau nyari daki,negatif
Syaa,seminggu lalu,Tempatnya bagus gayss aku suka banget mendaki disini kalau lagi jam kosong gitu dan suasananya juga bagus buat foto foto,positif,tempat bagus gayss aku suka banget daki sini kalau lagi jam kosong gitu dan suasana juga bagus buat foto foto,positif
Taufan Eka Ptasetya,seminggu lalu,Ke kawah harus naik ojek dan menggembirakan,negatif,ke kawah harus naik ojek dan gembira,positif
ARIE caKep,2 minggu lalu,Kalau ke Kediri mampirlah ke gunung Kelud. Liat pemandangan yang indah. Kawah dan puncak yang mempesona. Hanya 1 jam kurang lebih dari kota Kediri. Tempat parkir yang nyaman pegawainya juga ramah. Untuk ke puncak gunung bisa jalan kaki …,positif,kalau ke diri mampir ke gunung kelud liat pandang yang indah kawah dan puncak yang pesona hanya jam kurang lebih dari kota diri tempat parkir yang nyaman pegawai juga ramah untuk ke puncak gunung bisa jalan kaki,positif
M Fajar Aflah,2 minggu lalu,"Gunung Kelud merupakan salah satu destinasi wisata alam yang sangat indah di Jawa Timur. Pemandangannya luar biasa, terutama dari puncak kawah yang masih aktif dan memiliki daya tarik tersendiri. …",positif,gunung kelud rupa salah satu destinasi wisata alam yang sangat indah di jawa timur pandang luar biasa utama dari puncak kawah yang masih aktif dan milik daya tarik sendiri,positif
Dhebie Zach,Diedit 3 minggu lalu,"Adem tempatnya, banyak warung2 yg buka hanya sayang unt jeep naik keatas sdh ditiadakan",negatif,adem tempat banyak warung yg buka hanya sayang unt jeep naik atas sdh tiada,negatif
hasan udin,2 bulan lalu,Pemandangan indah dan sejuk.,positif,pandang indah dan sejuk,positif
ERWIN ZP,Diedit 2 bulan lalu,Mantap,positif,mantap,positif
SATRIA ARADHANA,9 bulan lalu,indah poll,positif,indah poll,positif
Andika Nurzamuden,9 bulan lalu,keren,positif,keren,positif
Devi Puspitasari,Diedit 9 bulan lalu,Sangat indah,positif,sangat indah,positif
Bambang Hariono,10 bulan lalu,Panorama yang indah,positif,panorama yang indah,positif
Dhike Ardhian,11 bulan lalu,Jek ojek👎 …,negatif,jek ojek,negatif
maryuhen tri,8 tahun lalu,Akses ke lokasi air panas sulit n extreme,negatif,akses ke lokasi air panas sulit n extreme,positif
kharom kungking,7 tahun lalu,Hadeww... Capeknya naik terbayarkan,negatif,hadeww capek naik bayar,positif
Zaenal Abidin,4 tahun lalu,Panas,negatif,panas,negatif
Tiok Prasojo,6 tahun lalu,Kurang rindang,negatif,kurang rindang,negatif
Khoirul Adha,8 tahun lalu,Bagus,positif,bagus,positif
BL.O Record,7 tahun lalu,Bagus,positif,bagus,positif
tulusanc,3 tahun lalu,Wisata alam yg indah dan sangat indah ..,positif,wisata alam yg indah dan sangat indah,positif
Dewi Agustin,2 tahun lalu,Udaranya adem bebbh nendang  .. Wajib bawa ayank 😅 …,negatif,udara adem bebbh nendang wajib bawa ayank,negatif
Lina Yun,8 tahun lalu,"wowwwwww bagus banget ,cocok untuk dijadikan tempat selfi.",positif,wo bagus banget cocok untuk jadi tempat selfi,positif
M.Rafi Vieri,6 tahun lalu,Keren tpi gunung kelud itu kab. Kediri,positif,keren tpi gunung kelud itu kab diri,positif
Farouk Yufara,7 tahun lalu,nice mountain in kediri,positif,nice mountain in diri,positif
Muhammad Abdullah,2 tahun lalu,Bagus,positif,bagus,positif
Jen Tul,6 tahun lalu,Mantap.,positif,mantap,positif
M.Ridho Ridho,9 tahun lalu,Indah sekali,positif,indah sekali,positif
datebayo kun,6 tahun lalu,Amazing,positif,amazing,positif
Azriel Zanuar,4 tahun lalu,Pemandangan ketika naik ke puncak kawah sungguh keren.,positif,pandang ketika naik ke puncak kawah sungguh keren,positif
RiAl Rovkwr,9 tahun lalu,Sebuah gunung dengan pemandangan yang indah.,positif,buah gunung dengan pandang yang indah,positif
Kusuma,setahun lalu,Saran saya kalau mau kesana lebih baik pagi hari,positif,saran saya kalau mau kesana lebih baik pagi hari,positif
Risky Joyo Seputro,8 tahun lalu,Mt Kelud near the city of Kediri is a nice opportunity to enjoy nature and having a walk in the crowded island of Java. The area provides good insights into vulcanic activities. Especially since an eruption kicked up a black hill inside the …,positif,mt kelud near the city of diri is a nice opportunity to enjoy nature and having a walk in the crowded island of java the area provides good insights into vulcanic activities especially since an eruption kicked up a black hill inside the,positif
Eru,2 tahun lalu,Waktu yg tepat berkunjung pas musim. Panas!!,negatif,waktu yg tepat kunjung pas musim panas,negatif
Firdous Redfish,5 tahun lalu,Cocok buat pendaki pemula,positif,cocok buat daki mula,positif
fandy losgaria,8 tahun lalu,Keren,positif,keren,positif
Sis “Satria lelana” Channel,Diedit 8 tahun lalu,Tempat yang bagus,positif,tempat yang bagus,positif
Mohamadashar Shodiqin,6 tahun lalu,Tempat nya indah tapi sayang masih ada yang kurang,negatif,tempat nya indah tapi sayang masih ada yang kurang,negatif
Pak Jemono,6 tahun lalu,Keren menakjubkan..bisa lihat kawah.,positif,keren menakjubkanbisa lihat kawah,positif
A Min,7 tahun lalu,Good,positif,good,positif
Gito Sbosa,6 tahun lalu,"Suasananya sejuk,pengen ksana lag",positif,suasana sejukpengen ksana lag,positif
Widodo Basuki Pare,8 tahun lalu,Pemandangan indah n udara segar,positif,pandang indah n udara segar,positif
Yasmine Aurl,8 tahun lalu,Good places,positif,good places,positif
Riza Yunan,8 tahun lalu,Tempat yang indah untuk dikunjungi,positif,tempat yang indah untuk kunjung,positif
Hidayatush Sholichah,6 tahun lalu,Bagus banget ayo ke kelud,positif,bagus banget ayo ke kelud,positif
Imam Bukhori,5 tahun lalu,Bersih dan bagus,positif,bersih dan bagus,positif
Ashar Roziqin,Diedit 7 tahun lalu,Gunung kelud keren 👍 …,positif,gunung kelud keren,positif
Rachmad Arifin (Nexays),Diedit 7 tahun lalu,diperbaiki pelayanannya,positif,baik layan,positif
ribut djijono,4 tahun lalu,Sangat indah,positif,sangat indah,positif
Mukhlis_ junaidi07,5 tahun lalu,Good place,positif,good place,positif
Shelvia Ariani,Diedit 7 tahun lalu,pemandangannya bagus meskipun harus jalan ke atas,positif,pandang bagus meski harus jalan ke atas,positif
adytia setiawan,7 tahun lalu,"Cantik, keren",positif,cantik keren,positif
Cryp hau law,7 tahun lalu,"Pemandangan bagus sekali, bisa membuat otak fresh kembali",positif,pandang bagus sekali bisa buat otak fresh kembali,positif
Arya Pradana,6 tahun lalu,Gak akan nyesel kesini. Walaupun jauh untuk sampai kesini akan terbayarkan dengan view yang sangat memanjakan mata,negatif,gak akan nyesel kesini walaupun jauh untuk sampai kesini akan bayar dengan view yang sangat manja mata,negatif
Gap Tek,setahun lalu,Kapan mletusnya lagi ini yang dahsyat biar seru,positif,kapan mletusnya lagi ini yang dahsyat biar seru,positif
Brian Farisya,9 tahun lalu,Wajib ke sana orang kediri,negatif,wajib ke sana orang diri,negatif
tyo cavalera,8 tahun lalu,"Destinasi wisata alam yg bagus, salah satu gunung yg masih aktif di Jawa Timur",positif,destinasi wisata alam yg bagus salah satu gunung yg masih aktif di jawa timur,positif
Muhamad Nur Azis,7 tahun lalu,Sejuk banget tempatnya. Nggak usah takut kehabisan bensin. Diatas ada yg jual 👍👍👍 …,positif,sejuk banget tempat nggak usah takut habis bensin atas ada yg jual,positif
joey hasbend,4 tahun lalu,Numpang simpan foto.biar tidak lupa Klo perna kesini . Pokoknya tpat Ini bagus bgt,positif,numpang simpan fotobiar tidak lupa klo perna kesini pokok tpat ini bagus bgt,positif
wulan amalia,8 tahun lalu,"Pemandangannya bagus, cocok untuk piknik bersama keluarga",positif,pandang bagus cocok untuk piknik sama keluarga,positif
Handoko,9 tahun lalu,"Mantap lah pas meletus 2013 kemarin, memorial banget pas hari valentine",positif,mantap lah pas letus kemarin memorial banget pas hari valentine,positif
Fachry Letter,4 tahun lalu,Rute Jalurnya Sangat Mantul Sekali 👍 …,positif,rute jalur sangat mantul sekali,positif
Moch Irfan Firdianto 084,6 tahun lalu,Tempat nya bagus view idaman banget surga kecil dari kota kediri recomended,positif,tempat nya bagus view idam banget surga kecil dari kota diri recomended,positif
Yenny Ardiani,6 tahun lalu,Utuk pencita alam sangat bagus dan parkir lumayan luas,positif,utuk cita alam sangat bagus dan parkir lumayan luas,positif
Bimantoro Yudono,5 tahun lalu,"Indahnya pemandangan gunung, tempatnya bersih",positif,indah pandang gunung tempat bersih,positif
Imam Subroto,5 tahun lalu,"Pemandangan gunung Kelud bagus , wisata juga bagus .",positif,pandang gunung kelud bagus wisata juga bagus,positif
Rizal Endriyanto,6 tahun lalu,"Bagus banget, sekelas sama bromo dan kawah ijen lah menurutku",positif,bagus banget kelas sama bromo dan kawah ijen lah turut,positif
Bang Tora,7 tahun lalu,Amazing !,positif,amazing,positif
Marfin Jaya Tompo,7 tahun lalu,"Kangen Kelud kangen kediri
Tak sabar rasanya ingin cepat pulang ke kediri dan menikmati indahnya gunung Kelud 😊😊 …",positif,kangen kelud kangen diri tak sabar rasa ingin cepat pulang ke diri dan nikmat indah gunung kelud,positif
Cindy Adiaisyah,setahun lalu,Pemandangan indah dan bersih,positif,pandang indah dan bersih,positif
Luhur Adhika,8 tahun lalu,"Siip, pemandangan nya bagus sekali, udaranya juga segar disini",positif,siip pandang nya bagus sekali udara juga segar sini,positif
Rizky Fadhlillah,6 tahun lalu,harus bayar ojek kalau pengen cepet sampai jalannya banyak bolongnya,negatif,harus bayar ojek kalau ken cepet sampai jalan banyak bolong,negatif
Farah Aqila,7 tahun lalu,"Pemandangan bagus, banyak objek wisata disekitar juga",positif,pandang bagus banyak objek wisata sekitar juga,positif
Zulham Fahmi,5 tahun lalu,"Sejuk, adem, pemandangan masih bagus dan asri",positif,sejuk adem pandang masih bagus dan asri,positif
Sandal Jepit,Diedit 6 tahun lalu,sungguh luar biasa mata memandang bukti kebesaran allah,positif,sungguh luar biasa mata pandang bukti besar allah,positif
mamad dungpung,8 tahun lalu,wisata alami yang sangat indah...udara yg sejuk dan segar....,positif,wisata alami yang sangat indahudara yg sejuk dan segar,positif
Mukh. Syaiifudin (syai),7 tahun lalu,"Cocok untuk wisata bareng keluarga, teman, pacar, selingkuhan & mantan. Wkwkwk",positif,cocok untuk wisata bareng keluarga teman pacar selingkuh mantan wkwkwk,positif
purwandi djoe,8 tahun lalu,bagus oemandanganx ..tp penataan blm selesai setelah meletus 😧 …,positif,bagus oemandanganx tp tata blm selesai telah letus,positif
Muhammad Rahmad Wahyudi,5 tahun lalu,"Viewnya bagus, ada jalan magnetnya juga.",positif,viewnya bagus ada jalan magnet juga,positif
Abduh Muhammad,6 tahun lalu,Semamin indahh semakin keren cocok bwt liburan di hawa yg dingin,positif,semamin indahh makin keren cocok bwt libur di hawa yg dingin,positif
jenengku gopal,2 tahun lalu,"wajib Sampek puncak, gak akan kecewa",negatif,wajib sampek puncak gak akan kecewa,negatif
r i,8 tahun lalu,Wa enak banget di situ ada jalan misteri lo hi seru banget seneng aku jadinya,positif,wa enak banget di situ ada jalan misteri lo hi seru banget neng aku jadi,positif
Triple x,3 tahun lalu,Mantap,positif,mantap,positif
ArisCahyo,8 tahun lalu,wisata alam sejuk,positif,wisata alam sejuk,positif
Rizky Ikhsan,Diedit 6 tahun lalu,Memiliki sejarah yang panjang dan sebagai destinasi wisata yang indah dan menakjubkan,positif,milik sejarah yang panjang dan bagai destinasi wisata yang indah dan takjub,positif
Bakul Panganan,Diedit 8 tahun lalu,Sayang waktu pertama kali ke Gn.Kelud cuacanya berkabut,negatif,sayang waktu pertama kali ke gnkelud cuaca kabut,negatif
Dewinda Yudhi,6 tahun lalu,Amazing view!,positif,amazing view,positif
endra exca,4 tahun lalu,Mantul bos suasana gunung dan monyet2 bergelantungan,positif,mantul bos suasana gunung dan monyet gantung,positif
Chusnul khotimah suci L,6 tahun lalu,Cocok buat yang pingin mendaki tapi masih pemula,positif,cocok buat yang pingin daki tapi masih mula,positif
Hendra Gunawan15,7 tahun lalu,"Akses jalannya mudah, tempatnya juga Bagus, menyenangkan",positif,akses jalan mudah tempat juga bagus senang,positif
Aditya Rizki Dian Pratama,6 tahun lalu,Pemandangan yang bagus dan salah satu gunung yang masih aktif di Indonesia,positif,pandang yang bagus dan salah satu gunung yang masih aktif di indonesia,positif
Monika Intan Sari,6 tahun lalu,"Tempatnya indah,sejuk, bersih , yuk berpariwisita ke gunung kelud 👍👍👍 …",positif,tempat indahsejuk bersih yuk berpariwisita ke gunung kelud,positif
Agus Wibowo,7 tahun lalu,Wisata alam yang cocok bagi pelajar buat refresing dan belajar tentang alam,positif,wisata alam yang cocok bagi ajar buat refresing dan ajar tentang alam,positif
demit black,6 tahun lalu,"Tempat yang indah di puncak kelud ,masuk trowongan untuk bisa sampai ke kawah",positif,tempat yang indah di puncak kelud masuk trowongan untuk bisa sampai ke kawah,positif
mas kholis,6 tahun lalu,Salah satu wisata alam terbaik yang ada di kota blitar,positif,salah satu wisata alam baik yang ada di kota blitar,positif
mrizafirdaus,7 tahun lalu,Mantap dah,positif,mantap dah,positif
Ani Hidayanti,2 tahun lalu,Pemandangan di puncaknya indah,positif,pandang di puncak indah,positif
Den Wahid,6 tahun lalu,Wisata yang menakjubkan. Patut untuk dikunjungi.,positif,wisata yang takjub patut untuk kunjung,positif
Abizzar Naufal,7 tahun lalu,Pemandanganya sangat memanjakan mata ...udaranya sejuk,positif,pemandanganya sangat manja mata udara sejuk,positif
BY YONGKI ONAR “Dhuro” CHANEL,3 tahun lalu,Mantap indah banget,positif,mantap indah banget,positif
Mr Anderson,8 tahun lalu,"Viewnya indah, suasananya seru untuk refreshing menghilangkan penat",positif,viewnya indah suasana seru untuk refreshing hilang penat,positif
sendidinata,3 tahun lalu,bagus pemandangannya dan suejukk.,positif,bagus pandang dan suejukk,positif
Rendhy Faizar Hakim,7 tahun lalu,Mantap tanjakannya wkwk,positif,mantap tanjak wkwk,positif
Khafidz ainul Yaqien,6 tahun lalu,"Moga moga ada orang yang jualan minum di atas, agak mahalan dikit gpp lah",negatif,moga moga ada orang yang jual minum di atas agak mahal dikit gpp lah,negatif
Faila Nia,4 tahun lalu,Bagus banget,positif,bagus banget,positif
Giovanni Chandra,7 tahun lalu,Bagus tapi dulu ada perbaikan jadi gak bisa lihat penuh,positif,bagus tapi dulu ada baik jadi gak bisa lihat penuh,positif
Umaidah,6 tahun lalu,Musim kemarau tapi hujan lebat tapi ttep luar biasa 😻😻 …,positif,musim kemarau tapi hujan lebat tapi ttep luar biasa,positif
Seputar Berita Bola Indonesia,9 tahun lalu,karena pemandangannya sangat indah dan menarik,positif,karena pandang sangat indah dan tarik,positif
Mc. Agus nasoka,7 tahun lalu,Indah nian pemandangan tempatnya sejuk👍👍😃😀 …,positif,indah nian pandang tempat sejuk,positif
